sentiment,news
pos,"Cash flow from operations totalled EUR 7.4 mn , compared to a neg EUR 68.6 mn in the second quarter of 2008 ."
pos,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn ."
pos,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm ."
pos,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea ."
pos,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in neg territory .
pos,"Return on investment was 5.0 % , compared to a neg 4.1 % in 2009 ."
pos,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .
pos,"Thus the method will cut working costs , and will fasten the planning and building processes ."
pos,"By cutting the number of plants , the group will trim fixed costs ."
neg,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons ."
neg,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .
neg,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .
neg,"In this case , the effect would be neg in Finland ."
neg,Nokia will certainly disagree with Qualcomm 's views on the patent situation .
neg,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source ."
neg,Possible personnel reductions concern approximately 104 people .
neg,"That 's what I go to bed worrying about every night , ' he said ."
neg,The company initially estimated that it would cut up to 30 jobs .
neg,The number of bodily injury cases quadrupled in 2000-2006 .
neg,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+?meri , the Northernmost part of the Gulf of Bothnia ."
neg,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .
neg,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland ."
neg,Finnish M-real 's Kyro mill is starting negotiations to cut staff .
neg,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland ."
neg,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media ."
neg,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent ."
neg,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '"
neg,Applying for summer work is seen as laborious and stressful .
neg,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .
neg,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily ."
neg,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .
neg,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees ."
neg,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .
neg,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said ."
neg,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .
neg,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy ."
neg,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland ."
neg,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland ."
neg,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .
neg,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 ."
neg,In addition the production personnel of the Sport Division have been given a temporary lay-off warning .
neg,"In Sweden , there is an oversupply of pharmacies ."
neg,Incap Furniture is presently negotiating staff cuts .
neg,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries ."
neg,It is a disappointment to see the plan folded .
neg,It is the most awkward thing to use if you 're holding the phone with one hand .
neg,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another ."
neg,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .
neg,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs ."
neg,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland ."
neg,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. ."
neg,"More than 14,000 customers were left powerless ."
neg,Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .
neg,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat ."
neg,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted ."
neg,The measures result from weak demand in the shipbuilding industry .
neg,The production is to be liquidated before June 2009 and 325 employees loose their jobs .
neg,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most ."
neg,"The pulp production in Finnish Kemij+?rvi will also be liquidated and about 1,100 employees loose their jobs ."
neg,They are also upset that some of the machinery and work is taken over to Poland .
neg,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .
neg,This is bad news for the barbeque season .
neg,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period ."
neg,"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data ."
neg,Viking Line has canceled some services .
pos,"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said ."
neg,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith ."
neg,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .
neg,"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone ."
neg,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told ."
neg,"However , the suspect stole his burgundy Nissan Altima ."
neg,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''"
neg,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households ."
neg,Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .
neg,Metso estimates the need for personnel reductions to amount to 25 people .
neg,Most of the layoffs will be in Finland .
neg,"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs ."
neg,"Paper companies were in neg territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur ."
neg,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .
neg,"The dollar fell , though , against the pound and the yen ."
neg,The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .
neg,The total number of filling stations has been on the decrease recently .
neg,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday ."
neg,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .
neg,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .
neg,`` Those uncertainties cloud the long-term outlook . ''
neg,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 ."
neg,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition ."
neg,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 ."
neg,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies ."
neg,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .
neg,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 ."
neg,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf"
neg,Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .
neg,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 ."
neg,The air traffic of Finland has been in stoppage since then .
neg,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .
neg,The move was triggered by weak demand for forestry equipment and the uncertain market situation .
neg,The situation of coated magazine printing paper will continue to be weak .
neg,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .
neg,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic ."
neg,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands ."
neg,And U.S. energy executives say high steel prices are threatening energy exploration .
neg,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points ."
neg,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia ."
neg,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+???"
neg,"Divisional sales demand in the half remained `` inconsistent '' , it added ."
neg,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day ."
neg,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .
neg,EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .
neg,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September ."
neg,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 ."
neg,Full-year operating result for 2008 was 3.6 million neg .
neg,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .
neg,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 ."
neg,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .
neg,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .
neg,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago ."
neg,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .
neg,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands ."
neg,"Net cash flow from operating activities was a neg EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 ."
neg,"Net cash from operating activities was a neg EUR 0.3 mn , compared to EUR 30.9 mn in 2009 ."
neg,Net sales dropped by 6 % year-on-year to EUR 11.9 million .
neg,Net sales have been eaten by the weak US dollar .
neg,"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia ."
neg,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .
neg,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November ."
neg,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 ."
neg,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn ."
neg,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 ."
neg,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year ."
neg,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .
neg,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .
neg,Reported operating margin was a neg 5.9 % .
neg,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .
neg,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .
neg,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .
neg,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , neg impact on the revenue ."
neg,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .
neg,The maritime administration said the ships had ignored warnings about the icy conditions .
neg,"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow ."
neg,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today ."
neg,The recent troubles simply make NETeller cheaper .
neg,The union filed a grievance over the company 's overtime assignment policies .
neg,"Therefore , the company 's 2005 result will remain weaker than that of 2004 ."
neg,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .
neg,"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said ."
neg,"`` The implementation of these programs has had , and will have , neg impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said ."
neg,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added ."
neg,"`` We cut our frequency to New York last year , which explains the fall , '' he said ."
neg,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''"
neg,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .
neg,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % ."
neg,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers ."
neg,Cash flow from operations in January-December 2008 was a neg EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .
neg,EPS dropped to EUR0 .2 from EUR0 .3 .
neg,"Kiosk and cinema operations have suffered , in particular ."
neg,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .
neg,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .
neg,Return on capital employed ROCE was a neg 2.3 % compared to 11.3 % in 2007 .
neg,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .
neg,The dismissed staff members will now take the matter to court unless it can be settled outside .
neg,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years ."
neg,"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market ."
neg,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today ."
neg,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project ."
pos,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab ."
pos,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements ."
pos,"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself ."
pos,"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates ."
pos,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations ."
pos,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .
pos,Technical indicators for the stock are bullish and S&P gives NOK a pos 4 STARS out of 5 buy ranking .
pos,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry ."
pos,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless ."
pos,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''"
pos,Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .
pos,The main strength of the cooperation project lies in merging the know-how of two large companies .
pos,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus ."
pos,"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 ."
pos,"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group ."
pos,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency ."
pos,"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen ."
pos,"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum ."
pos,"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly ."
pos,"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala ."
pos,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .
pos,We are very proud to be able to use this kind of innovative mobile service for voting in elections .
pos,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies ."
pos,"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said ."
pos,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote ."
pos,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier ."
pos,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .
pos,"W+?rtsil+?'s solution has been selected for its low fuel consumption , environmentally sound technology , and global service support ."
pos,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank ."
pos,The company said it estimates to make a slight profit thanks to cost-cutting measures .
pos,"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said ."
pos,"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said ."
pos,"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said ."
pos,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow ."
pos,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''"
pos,The court found TelecomInvest 's arguments convincing .
pos,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music ."
neg,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being ."
pos,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .
neg,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect ."
neg,The first ship has been delayed and is estimated to be completed in spring 2010 .
neg,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route ."
neg,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .
neg,"`` Adjustment to the fall in price level , in contrast , has been less effective ."
neg,17 March 2011 - Goldman Sachs estimates that there are neg prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .
pos,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely ."
neg,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume ."
pos,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA ."
neg,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .
pos,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 ."
neg,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham ."
neg,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .
neg,The total need for staff cuts corresponds to about 300 man-years .
neg,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year ."
neg,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .
neg,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports ."
neg,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation ."
neg,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .
neg,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages ."
neg,Ruukki Group calculates that it has lost EUR 4mn in the failed project .
neg,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall ."
neg,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme ."
neg,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki ."
neg,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added ."
neg,Altogether Finnair has canceled over 500 flights because of the strike .
neg,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 ."
neg,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates ."
neg,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation ."
pos,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage ."
pos,Finnair was able to operate most of its leisure flights despite the strike .
neg,Small investors have voiced fears that the shares will end up with risk investors .
neg,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan ."
pos,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies ."
neg,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 ."
neg,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 ."
neg,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 ."
neg,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 ."
neg,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 ."
neg,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 ."
neg,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 ."
neg,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 ."
neg,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 ."
neg,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 ."
neg,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors ."
pos,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million ."
neg,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 ."
neg,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn ."
neg,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 ."
neg,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 ."
neg,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier ."
neg,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn ."
neg,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges ."
pos,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol ."
neg,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report ."
neg,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur ."
neg,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover ."
neg,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .
neg,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 ."
neg,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .
neg,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover ."
neg,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % ."
